"No.";"Name";"Country";"Url"
"185";"Arnsberg-Bruchhausen-Kommunalfriedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arnsberg-bruchhausen-kommunalfriedhof"
"186";"Arnsberg-Dickenbruch";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arnsberg-dickenbruch"
"187";"Arnsberg-Eichholzfriedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arnsberg-eichholzfriedhof"
"188";"Arnsberg-Herdringen-Katholischer Friedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arnsberg-herdringen-katholischer-friedhof"
"189";"Arnsberg-Müschede-Kommunalfriedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arnsberg-mueschede-kommunalfriedhof"
"190";"Arnsberg-Müscheder-Neheim-Hüsten-kath. Fdh.-Müscheder Weg";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arnsberg-muescheder-neheim-huesten-kath-fdh-muescheder-weg"
"191";"Arnsberg-Niedereimer-Kommunalfriedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arnsberg-niedereimer-kommunalfriedhof"
"192";"Arnsberg-Oeventrop-Evangelischer Friedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arnsberg-oeventrop-evangelischer-friedhof"
"193";"Arnsberg-Oeventrop-Kommunalfriedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arnsberg-oeventrop-kommunalfriedhof"
"194";"Arnsberg-Rumbeck-Katholischer Friedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arnsberg-rumbeck-katholischer-friedhof"
"195";"Arnsberg-Wennigloh, Kath. Friedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arnsberg-wennigloh-kath-friedhof"
"196";"Arras";"Frankreich";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arras"
"197";"Arsk";"Russland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/arsk"
"198";"Artemiwka";"Ukraine";"https://kriegsgraeberstaetten.volksbund.de/friedhof/artemiwka"
"199";"Artemowskij";"Russland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/artemowskij"
"200";"Artlenburg, Ev.- luth. Friedhof";"Deutschland";"https://kriegsgraeberstaetten.volksbund.de/friedhof/artlenburg-ev-luth-friedhof"
